,seq_depth,n_samples,fold,metric,method name,test statistic name,sample size,number of groups,test statistic,p-value,number of permutations
474,100000,3,2,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.337481752666947,0.5,1
475,50000,5,19,Jaccard,PERMANOVA,pseudo-F,482,2,4.125026362244589,0.5,1
476,100000,4,9,CTF,PERMANOVA,pseudo-F,465,2,11.980777546127149,0.5,1
477,50000,4,17,Jaccard,PERMANOVA,pseudo-F,464,2,3.8836828501818874,0.5,1
478,10000,5,7,CTF,PERMANOVA,pseudo-F,483,2,7.031991847403476,0.5,1
479,150000,2,13,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.725944645195587,0.5,1
480,10000,4,12,Jaccard,PERMANOVA,pseudo-F,464,2,3.6668988198851054,0.5,1
481,20000,5,2,CTF,PERMANOVA,pseudo-F,483,2,5.964168244387918,0.5,1
482,50000,2,8,Jaccard,PERMANOVA,pseudo-F,292,2,1.948318150336865,0.5,1
483,10000,3,19,Jaccard,PERMANOVA,pseudo-F,406,2,3.132796956684979,0.5,1
484,100000,6,10,CTF,PERMANOVA,pseudo-F,488,2,11.322269297409052,0.5,1
485,10000,2,17,Jaccard,PERMANOVA,pseudo-F,291,2,2.2201110307163745,0.5,1
486,50000,4,4,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.203557980093351,0.5,1
487,150000,3,10,FT-SVD,PERMANOVA,pseudo-F,407,2,7.6592775435856995,0.5,1
488,100000,4,8,FT-SVD,PERMANOVA,pseudo-F,465,2,13.510375005020226,0.5,1
489,20000,3,14,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.749061496295944,0.5,1
490,150000,5,2,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.828900889782426,0.5,1
491,150000,2,3,CTF,PERMANOVA,pseudo-F,292,2,6.1119118144782485,0.5,1
492,10000,4,5,Jaccard,PERMANOVA,pseudo-F,464,2,4.0770224397175605,0.5,1
493,50000,5,11,Bray-Curtis,PERMANOVA,pseudo-F,482,2,6.059333123067956,0.5,1
494,10000,5,1,Jaccard,PERMANOVA,pseudo-F,482,2,4.176741785845575,0.5,1
495,150000,3,17,CTF,PERMANOVA,pseudo-F,407,2,6.8641440639287765,0.5,1
496,150000,6,2,Jaccard,PERMANOVA,pseudo-F,487,2,3.968380092581707,0.5,1
497,100000,6,18,FT-SVD,PERMANOVA,pseudo-F,488,2,16.859228073373483,0.5,1
498,50000,2,19,FT-SVD,PERMANOVA,pseudo-F,292,2,7.785511530238966,0.5,1
499,50000,4,14,FT-SVD,PERMANOVA,pseudo-F,465,2,13.426562833416702,0.5,1
500,50000,2,6,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.9771954141664545,0.5,1
501,20000,2,6,CTF,PERMANOVA,pseudo-F,292,2,0.6653230897546787,1.0,1
502,100000,3,20,Jaccard,PERMANOVA,pseudo-F,406,2,3.473771473818424,0.5,1
503,10000,2,3,CTF,PERMANOVA,pseudo-F,292,2,3.2445355082572522,0.5,1
504,10000,3,10,Bray-Curtis,PERMANOVA,pseudo-F,406,2,5.288249595169437,0.5,1
505,100000,2,20,Bray-Curtis,PERMANOVA,pseudo-F,292,2,3.0358524014478756,0.5,1
506,150000,4,13,CTF,PERMANOVA,pseudo-F,465,2,10.362846871576778,0.5,1
507,50000,2,18,CTF,PERMANOVA,pseudo-F,292,2,5.709068741227057,0.5,1
508,100000,5,5,CTF,PERMANOVA,pseudo-F,483,2,11.366716396733986,0.5,1
509,10000,6,4,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.747459849144625,0.5,1
510,150000,4,20,FT-SVD,PERMANOVA,pseudo-F,465,2,16.11497222553165,0.5,1
511,50000,6,9,CTF,PERMANOVA,pseudo-F,488,2,10.541654227097473,0.5,1
512,50000,3,8,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.877894872794814,0.5,1
513,150000,2,3,FT-SVD,PERMANOVA,pseudo-F,292,2,7.888873443955926,1.0,1
514,150000,5,7,CTF,PERMANOVA,pseudo-F,483,2,10.768010545629725,0.5,1
515,150000,2,19,CTF,PERMANOVA,pseudo-F,292,2,6.572579779328408,0.5,1
516,50000,4,12,CTF,PERMANOVA,pseudo-F,465,2,9.069317336909256,0.5,1
517,100000,2,17,FT-SVD,PERMANOVA,pseudo-F,292,2,7.648343971323796,0.5,1
518,20000,2,3,Jaccard,PERMANOVA,pseudo-F,291,2,2.5130357876573632,0.5,1
519,100000,5,10,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.701792803216171,0.5,1
520,10000,4,20,Bray-Curtis,PERMANOVA,pseudo-F,464,2,6.181520529538323,0.5,1
521,50000,6,16,FT-SVD,PERMANOVA,pseudo-F,488,2,16.527652433771888,0.5,1
522,150000,6,11,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.776838893894761,0.5,1
523,20000,3,7,Jaccard,PERMANOVA,pseudo-F,406,2,2.6151747017172307,0.5,1
524,20000,6,12,CTF,PERMANOVA,pseudo-F,488,2,7.5225618536599566,0.5,1
525,10000,5,4,Jaccard,PERMANOVA,pseudo-F,482,2,3.9457788249847683,0.5,1
526,50000,3,10,FT-SVD,PERMANOVA,pseudo-F,407,2,9.265710520959388,0.5,1
527,50000,3,7,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.393977300994239,0.5,1
528,100000,2,11,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.9833827622188656,0.5,1
529,10000,6,8,Jaccard,PERMANOVA,pseudo-F,487,2,3.64479066138871,0.5,1
530,150000,5,8,FT-SVD,PERMANOVA,pseudo-F,483,2,15.649971081584455,0.5,1
531,150000,2,1,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.8142715616142238,0.5,1
532,10000,3,10,CTF,PERMANOVA,pseudo-F,407,2,3.0227369831499407,0.5,1
533,50000,3,9,Jaccard,PERMANOVA,pseudo-F,406,2,3.1690532612605375,0.5,1
534,10000,2,12,Jaccard,PERMANOVA,pseudo-F,291,2,2.124193914690669,0.5,1
535,50000,4,8,CTF,PERMANOVA,pseudo-F,465,2,9.952390705651904,0.5,1
536,10000,4,17,Jaccard,PERMANOVA,pseudo-F,464,2,3.9471693640830283,0.5,1
537,10000,5,19,Jaccard,PERMANOVA,pseudo-F,482,2,3.8009648924092136,0.5,1
538,150000,6,20,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.7854482751669245,0.5,1
539,50000,4,12,Jaccard,PERMANOVA,pseudo-F,464,2,3.5688298436826833,0.5,1
540,10000,4,11,Bray-Curtis,PERMANOVA,pseudo-F,464,2,6.242629585326094,0.5,1
541,50000,6,12,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.716125745599363,0.5,1
542,100000,5,18,Jaccard,PERMANOVA,pseudo-F,482,2,4.212528821870854,0.5,1
543,100000,4,16,Jaccard,PERMANOVA,pseudo-F,464,2,3.3563796165108943,0.5,1
544,20000,2,10,CTF,PERMANOVA,pseudo-F,292,2,6.356455952616227,0.5,1
545,50000,2,17,Jaccard,PERMANOVA,pseudo-F,291,2,2.29512616207197,0.5,1
546,100000,4,1,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.8164154416667575,0.5,1
547,100000,5,13,FT-SVD,PERMANOVA,pseudo-F,483,2,16.819188340988223,0.5,1
548,100000,2,13,Jaccard,PERMANOVA,pseudo-F,291,2,2.4232364395917854,0.5,1
549,50000,2,9,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.4734721409037568,0.5,1
550,100000,5,16,CTF,PERMANOVA,pseudo-F,483,2,9.142165445364135,0.5,1
551,50000,3,19,Jaccard,PERMANOVA,pseudo-F,406,2,2.8243717604237126,0.5,1
552,20000,3,2,Jaccard,PERMANOVA,pseudo-F,406,2,2.8632060882461605,0.5,1
553,10000,4,14,CTF,PERMANOVA,pseudo-F,465,2,5.492453110108285,0.5,1
554,20000,4,15,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.497643895541546,0.5,1
555,50000,4,20,FT-SVD,PERMANOVA,pseudo-F,465,2,16.870978247137895,0.5,1
556,100000,6,8,CTF,PERMANOVA,pseudo-F,488,2,12.14056842330131,0.5,1
557,20000,2,6,Jaccard,PERMANOVA,pseudo-F,291,2,1.7039180515761547,0.5,1
558,50000,2,10,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.316109654542576,0.5,1
559,100000,3,3,FT-SVD,PERMANOVA,pseudo-F,407,2,9.862454401884696,0.5,1
560,100000,2,3,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.3169083081835953,0.5,1
561,100000,2,12,CTF,PERMANOVA,pseudo-F,292,2,2.9893841870144633,0.5,1
562,150000,6,16,FT-SVD,PERMANOVA,pseudo-F,488,2,15.766588390074462,0.5,1
563,20000,5,14,CTF,PERMANOVA,pseudo-F,483,2,10.921055050677616,0.5,1
564,100000,4,18,CTF,PERMANOVA,pseudo-F,465,2,8.246795130680464,0.5,1
565,150000,2,19,FT-SVD,PERMANOVA,pseudo-F,292,2,7.576269428024115,0.5,1
566,20000,3,20,CTF,PERMANOVA,pseudo-F,407,2,6.833061177458938,0.5,1
567,150000,4,14,FT-SVD,PERMANOVA,pseudo-F,465,2,12.501638602029782,0.5,1
568,50000,4,8,FT-SVD,PERMANOVA,pseudo-F,465,2,12.149217246511729,0.5,1
569,50000,5,20,Bray-Curtis,PERMANOVA,pseudo-F,482,2,6.064255431257426,0.5,1
570,150000,5,12,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.599774442090282,0.5,1
571,100000,6,13,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.737183984622352,0.5,1
572,50000,5,4,CTF,PERMANOVA,pseudo-F,483,2,9.453203495463775,0.5,1
573,150000,6,3,FT-SVD,PERMANOVA,pseudo-F,488,2,16.111014358416515,0.5,1
574,150000,4,3,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.607368623063846,0.5,1
575,10000,2,20,CTF,PERMANOVA,pseudo-F,292,2,2.2125467613539973,0.5,1
576,100000,5,20,Jaccard,PERMANOVA,pseudo-F,482,2,3.757270375559986,0.5,1
577,50000,5,5,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.586316209555936,0.5,1
578,150000,6,7,Jaccard,PERMANOVA,pseudo-F,487,2,4.015914295988993,0.5,1
579,10000,2,8,CTF,PERMANOVA,pseudo-F,292,2,3.779100633875136,0.5,1
580,20000,2,9,Jaccard,PERMANOVA,pseudo-F,291,2,2.7711165618597677,0.5,1
581,100000,6,3,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.83238100397212,0.5,1
582,20000,4,5,CTF,PERMANOVA,pseudo-F,465,2,6.337628252675205,0.5,1
583,20000,5,3,Bray-Curtis,PERMANOVA,pseudo-F,482,2,6.452203300779831,0.5,1
584,10000,4,20,FT-SVD,PERMANOVA,pseudo-F,465,2,13.542793633317457,0.5,1
585,100000,2,5,FT-SVD,PERMANOVA,pseudo-F,292,2,6.464829440049493,0.5,1
586,150000,5,18,FT-SVD,PERMANOVA,pseudo-F,483,2,16.62905763937611,0.5,1
587,150000,3,15,FT-SVD,PERMANOVA,pseudo-F,407,2,10.24803339789756,0.5,1
588,50000,2,13,CTF,PERMANOVA,pseudo-F,292,2,4.073907681547928,0.5,1
589,150000,4,18,CTF,PERMANOVA,pseudo-F,465,2,8.288681467066052,0.5,1
590,10000,4,9,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.290067556390011,0.5,1
591,100000,3,6,CTF,PERMANOVA,pseudo-F,407,2,6.374681472979406,0.5,1
592,150000,4,15,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.426778105369475,0.5,1
593,50000,4,19,CTF,PERMANOVA,pseudo-F,465,2,9.957689211818943,0.5,1
594,20000,5,12,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.597942284431517,0.5,1
595,150000,2,12,CTF,PERMANOVA,pseudo-F,292,2,3.111179214901456,0.5,1
596,10000,4,20,Jaccard,PERMANOVA,pseudo-F,464,2,3.939025624517347,0.5,1
597,150000,5,4,Jaccard,PERMANOVA,pseudo-F,482,2,4.428838900372538,0.5,1
598,50000,3,6,FT-SVD,PERMANOVA,pseudo-F,407,2,10.87083831463907,0.5,1
599,50000,6,2,CTF,PERMANOVA,pseudo-F,488,2,9.030445099485812,0.5,1
600,150000,3,4,CTF,PERMANOVA,pseudo-F,407,2,9.909042071351616,0.5,1
601,50000,4,19,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.52386495228491,0.5,1
602,20000,6,19,CTF,PERMANOVA,pseudo-F,488,2,7.1726644121170855,0.5,1
603,50000,2,20,Jaccard,PERMANOVA,pseudo-F,292,2,2.060799334285209,0.5,1
604,10000,5,7,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.508582164387121,0.5,1
605,150000,6,8,Jaccard,PERMANOVA,pseudo-F,487,2,3.752675628240687,0.5,1
606,50000,3,17,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.460633767868556,0.5,1
607,100000,4,2,CTF,PERMANOVA,pseudo-F,465,2,9.568276317836634,0.5,1
608,150000,5,16,CTF,PERMANOVA,pseudo-F,483,2,11.939317161250411,0.5,1
609,150000,6,1,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.729996189322993,0.5,1
610,150000,2,6,FT-SVD,PERMANOVA,pseudo-F,292,2,4.559738075830644,0.5,1
611,50000,6,5,FT-SVD,PERMANOVA,pseudo-F,488,2,15.567099352390153,0.5,1
612,100000,2,4,Jaccard,PERMANOVA,pseudo-F,291,2,1.8705873197160185,0.5,1
613,10000,2,18,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.200380876223802,0.5,1
614,10000,3,4,CTF,PERMANOVA,pseudo-F,407,2,4.069032174000455,0.5,1
615,20000,3,1,CTF,PERMANOVA,pseudo-F,407,2,4.841900384846759,0.5,1
616,10000,6,7,Jaccard,PERMANOVA,pseudo-F,487,2,3.976524260412947,0.5,1
617,50000,6,13,FT-SVD,PERMANOVA,pseudo-F,488,2,16.44474840486175,0.5,1
618,20000,5,9,CTF,PERMANOVA,pseudo-F,483,2,8.24729089116795,0.5,1
619,100000,2,12,FT-SVD,PERMANOVA,pseudo-F,292,2,4.07496996208561,0.5,1
620,10000,5,16,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.871156736762373,0.5,1
621,10000,3,5,Bray-Curtis,PERMANOVA,pseudo-F,406,2,5.133449791157588,0.5,1
622,10000,3,13,Jaccard,PERMANOVA,pseudo-F,406,2,3.016347080809443,0.5,1
623,20000,3,1,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.810075361774735,0.5,1
624,50000,6,9,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.766713283873423,0.5,1
625,20000,6,20,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.807280647205732,0.5,1
626,50000,3,6,Jaccard,PERMANOVA,pseudo-F,406,2,2.750420638117744,0.5,1
627,50000,4,11,FT-SVD,PERMANOVA,pseudo-F,465,2,15.470366705628502,0.5,1
628,20000,6,14,Jaccard,PERMANOVA,pseudo-F,487,2,3.5443572025105605,0.5,1
629,10000,5,16,Jaccard,PERMANOVA,pseudo-F,482,2,3.7882691789393776,0.5,1
630,50000,2,2,Jaccard,PERMANOVA,pseudo-F,292,2,2.638937225804721,0.5,1
631,10000,4,18,Jaccard,PERMANOVA,pseudo-F,464,2,3.32891669277486,0.5,1
632,100000,4,18,Bray-Curtis,PERMANOVA,pseudo-F,464,2,4.8371703883291515,0.5,1
633,50000,5,13,Jaccard,PERMANOVA,pseudo-F,482,2,3.720974002664753,0.5,1
634,100000,4,19,Jaccard,PERMANOVA,pseudo-F,464,2,4.030628782346909,0.5,1
635,100000,5,17,Jaccard,PERMANOVA,pseudo-F,482,2,3.5144038492964262,0.5,1
636,50000,5,17,CTF,PERMANOVA,pseudo-F,483,2,9.404209331209433,0.5,1
637,50000,3,16,Jaccard,PERMANOVA,pseudo-F,406,2,3.5405535524422835,0.5,1
638,150000,2,8,CTF,PERMANOVA,pseudo-F,292,2,8.307844741300672,0.5,1
639,100000,3,12,Jaccard,PERMANOVA,pseudo-F,406,2,3.2532373730938424,0.5,1
640,10000,6,17,CTF,PERMANOVA,pseudo-F,488,2,5.800141941564977,0.5,1
641,100000,3,16,Bray-Curtis,PERMANOVA,pseudo-F,406,2,5.457245848728273,0.5,1
642,150000,6,14,Jaccard,PERMANOVA,pseudo-F,487,2,4.7131490156480895,0.5,1
643,50000,2,18,Jaccard,PERMANOVA,pseudo-F,291,2,2.1945514380657287,0.5,1
644,50000,4,20,Jaccard,PERMANOVA,pseudo-F,464,2,4.245911674468112,0.5,1
645,100000,6,3,CTF,PERMANOVA,pseudo-F,488,2,11.180774944825831,0.5,1
646,10000,2,4,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.2200042913244267,0.5,1
647,100000,3,19,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.90941361510628,0.5,1
648,100000,5,16,FT-SVD,PERMANOVA,pseudo-F,483,2,14.236685050382397,0.5,1
649,150000,4,5,Jaccard,PERMANOVA,pseudo-F,464,2,4.117472378353191,0.5,1
650,10000,2,20,Jaccard,PERMANOVA,pseudo-F,292,2,2.1542794637185056,0.5,1
651,100000,6,5,FT-SVD,PERMANOVA,pseudo-F,488,2,13.828836864660865,0.5,1
652,50000,6,6,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.810919166358922,0.5,1
653,100000,2,19,CTF,PERMANOVA,pseudo-F,292,2,6.018341844216382,0.5,1
654,150000,5,1,Jaccard,PERMANOVA,pseudo-F,482,2,3.892483916448709,0.5,1
655,100000,4,17,Bray-Curtis,PERMANOVA,pseudo-F,464,2,6.022608951705073,0.5,1
656,20000,6,11,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.746994664397564,0.5,1
657,20000,3,15,CTF,PERMANOVA,pseudo-F,407,2,5.401645782262593,0.5,1
658,50000,5,18,FT-SVD,PERMANOVA,pseudo-F,483,2,16.64359397923228,0.5,1
659,50000,3,15,FT-SVD,PERMANOVA,pseudo-F,407,2,9.820382799467316,0.5,1
660,100000,4,13,CTF,PERMANOVA,pseudo-F,465,2,10.599849814408596,0.5,1
661,10000,5,19,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.87083476959957,0.5,1
662,150000,3,5,FT-SVD,PERMANOVA,pseudo-F,407,2,11.122573317175794,0.5,1
663,50000,3,7,CTF,PERMANOVA,pseudo-F,407,2,5.741338477732698,0.5,1
664,150000,6,1,CTF,PERMANOVA,pseudo-F,488,2,11.189927739200114,0.5,1
665,10000,2,15,CTF,PERMANOVA,pseudo-F,292,2,5.910766278744131,0.5,1
666,10000,2,17,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.740341379823506,0.5,1
667,20000,3,8,Jaccard,PERMANOVA,pseudo-F,406,2,3.1403207599270004,0.5,1
668,150000,6,11,Jaccard,PERMANOVA,pseudo-F,487,2,3.674500309888476,0.5,1
669,100000,3,17,Jaccard,PERMANOVA,pseudo-F,406,2,2.78763816814606,1.0,1
670,100000,3,17,CTF,PERMANOVA,pseudo-F,407,2,4.470593665231319,0.5,1
671,10000,5,8,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.899036983315562,0.5,1
672,150000,4,11,FT-SVD,PERMANOVA,pseudo-F,465,2,13.93821038619165,0.5,1
673,20000,2,13,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.7391488340713672,0.5,1
674,50000,3,13,Jaccard,PERMANOVA,pseudo-F,406,2,2.8353628877789068,0.5,1
675,20000,4,11,CTF,PERMANOVA,pseudo-F,465,2,6.670208730551386,0.5,1
676,100000,2,19,Jaccard,PERMANOVA,pseudo-F,292,2,1.8967251711185527,0.5,1
677,20000,6,4,CTF,PERMANOVA,pseudo-F,488,2,7.133235451250209,0.5,1
678,100000,5,12,Jaccard,PERMANOVA,pseudo-F,482,2,3.2614443189452342,0.5,1
679,50000,4,18,Jaccard,PERMANOVA,pseudo-F,464,2,3.236404011805346,0.5,1
680,50000,3,18,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.148276748759903,0.5,1
681,10000,6,1,CTF,PERMANOVA,pseudo-F,488,2,4.828881318867031,0.5,1
682,50000,5,16,Jaccard,PERMANOVA,pseudo-F,482,2,3.8199858532133106,0.5,1
683,50000,2,7,Jaccard,PERMANOVA,pseudo-F,291,2,1.9992964517430605,0.5,1
684,20000,4,2,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.690801617413053,0.5,1
685,50000,6,11,CTF,PERMANOVA,pseudo-F,488,2,10.183939820644634,0.5,1
686,10000,5,13,Jaccard,PERMANOVA,pseudo-F,482,2,4.229830963506956,0.5,1
687,20000,6,11,Jaccard,PERMANOVA,pseudo-F,487,2,3.912490817201513,0.5,1
688,50000,2,5,FT-SVD,PERMANOVA,pseudo-F,292,2,6.5578676877945075,0.5,1
689,10000,6,15,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.85441033207433,0.5,1
690,10000,2,18,Jaccard,PERMANOVA,pseudo-F,291,2,2.3097934177066253,0.5,1
691,150000,6,6,FT-SVD,PERMANOVA,pseudo-F,488,2,16.298454593160283,0.5,1
692,50000,3,3,Jaccard,PERMANOVA,pseudo-F,406,2,3.1092102022385717,0.5,1
693,50000,4,16,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.975285754694722,0.5,1
694,10000,5,11,CTF,PERMANOVA,pseudo-F,483,2,6.1794985781963065,0.5,1
695,10000,3,16,Jaccard,PERMANOVA,pseudo-F,406,2,3.672631162273567,0.5,1
696,150000,6,10,CTF,PERMANOVA,pseudo-F,488,2,11.819051637809801,0.5,1
697,10000,6,2,Jaccard,PERMANOVA,pseudo-F,487,2,4.119226779460643,0.5,1
698,50000,4,3,CTF,PERMANOVA,pseudo-F,465,2,7.718280850753812,0.5,1
699,10000,4,6,Bray-Curtis,PERMANOVA,pseudo-F,464,2,6.103020620876274,0.5,1
700,100000,2,1,Jaccard,PERMANOVA,pseudo-F,291,2,2.4110676847417993,0.5,1
701,150000,6,13,FT-SVD,PERMANOVA,pseudo-F,488,2,15.057055402002737,0.5,1
702,150000,3,14,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.755011705804247,0.5,1
703,100000,3,5,Jaccard,PERMANOVA,pseudo-F,406,2,3.6397073164300027,0.5,1
704,100000,3,6,FT-SVD,PERMANOVA,pseudo-F,407,2,7.980404997992861,0.5,1
705,50000,3,3,CTF,PERMANOVA,pseudo-F,407,2,7.943774525923942,0.5,1
706,150000,3,20,Jaccard,PERMANOVA,pseudo-F,406,2,3.169361068996363,0.5,1
707,100000,4,5,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.734319704070013,0.5,1
708,150000,6,5,CTF,PERMANOVA,pseudo-F,488,2,10.750727369260371,0.5,1
709,50000,3,2,FT-SVD,PERMANOVA,pseudo-F,407,2,9.582834076781484,0.5,1
710,10000,2,11,CTF,PERMANOVA,pseudo-F,292,2,1.715449500522243,0.5,1
711,50000,6,16,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.726568647994108,0.5,1
712,10000,4,15,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.41680634362657,0.5,1
713,20000,3,20,Jaccard,PERMANOVA,pseudo-F,406,2,3.6824868266248676,0.5,1
714,20000,3,11,CTF,PERMANOVA,pseudo-F,407,2,1.869175218090069,0.5,1
715,100000,4,17,CTF,PERMANOVA,pseudo-F,465,2,12.514670963580064,0.5,1
716,150000,2,5,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.0827383220747406,0.5,1
717,100000,4,9,FT-SVD,PERMANOVA,pseudo-F,465,2,14.088732010733741,0.5,1
718,150000,3,11,FT-SVD,PERMANOVA,pseudo-F,407,2,9.717995199303552,0.5,1
719,50000,3,3,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.5997760985889276,0.5,1
720,100000,2,1,FT-SVD,PERMANOVA,pseudo-F,292,2,6.458060413207655,0.5,1
721,100000,2,15,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.148442929813301,0.5,1
722,100000,6,7,CTF,PERMANOVA,pseudo-F,488,2,11.224114034463028,0.5,1
723,20000,5,3,Jaccard,PERMANOVA,pseudo-F,482,2,4.243345614860978,0.5,1
724,20000,4,7,Jaccard,PERMANOVA,pseudo-F,464,2,2.9515443781709925,0.5,1
725,150000,4,13,Jaccard,PERMANOVA,pseudo-F,464,2,4.1434071019603005,0.5,1
726,100000,5,19,CTF,PERMANOVA,pseudo-F,483,2,10.856141825805306,0.5,1
727,100000,3,9,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.917110494456484,0.5,1
728,50000,5,1,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.919155280737181,0.5,1
729,150000,2,16,Jaccard,PERMANOVA,pseudo-F,291,2,3.1236486160350387,0.5,1
730,150000,4,7,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.192423472715393,0.5,1
731,50000,4,15,FT-SVD,PERMANOVA,pseudo-F,465,2,14.58832737233535,0.5,1
732,50000,2,18,FT-SVD,PERMANOVA,pseudo-F,292,2,8.218822856471224,0.5,1
733,100000,6,17,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.773547570839311,0.5,1
734,100000,6,19,FT-SVD,PERMANOVA,pseudo-F,488,2,16.030959445761845,0.5,1
735,150000,5,16,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.900454853131126,0.5,1
736,50000,6,4,Jaccard,PERMANOVA,pseudo-F,487,2,3.576093190537759,0.5,1
737,150000,3,18,Jaccard,PERMANOVA,pseudo-F,406,2,2.366905480771214,0.5,1
738,50000,5,8,Jaccard,PERMANOVA,pseudo-F,482,2,4.1617098304588565,0.5,1
739,150000,6,14,CTF,PERMANOVA,pseudo-F,488,2,11.563455359746852,0.5,1
740,20000,4,13,Jaccard,PERMANOVA,pseudo-F,464,2,3.695819327611106,0.5,1
741,50000,4,7,CTF,PERMANOVA,pseudo-F,465,2,6.3005672817082,0.5,1
742,20000,3,18,Jaccard,PERMANOVA,pseudo-F,406,2,2.5216046930436296,0.5,1
743,150000,2,18,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.1261749789417523,0.5,1
744,20000,2,16,Jaccard,PERMANOVA,pseudo-F,291,2,3.202754114191462,0.5,1
745,50000,6,1,FT-SVD,PERMANOVA,pseudo-F,488,2,15.285663147964296,0.5,1
746,150000,5,9,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.929837202675038,0.5,1
747,150000,2,2,FT-SVD,PERMANOVA,pseudo-F,292,2,8.524642404224457,0.5,1
748,50000,6,15,CTF,PERMANOVA,pseudo-F,488,2,9.116135822401523,0.5,1
749,100000,6,2,Jaccard,PERMANOVA,pseudo-F,487,2,3.9961158196941757,0.5,1
750,10000,5,15,CTF,PERMANOVA,pseudo-F,483,2,5.159243110971685,0.5,1
751,100000,2,7,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.574306517459538,0.5,1
752,50000,2,14,Bray-Curtis,PERMANOVA,pseudo-F,292,2,3.4122271420256087,0.5,1
753,10000,3,5,Jaccard,PERMANOVA,pseudo-F,406,2,3.4313510072906044,0.5,1
754,100000,3,13,CTF,PERMANOVA,pseudo-F,407,2,7.686274411098123,0.5,1
755,20000,4,15,CTF,PERMANOVA,pseudo-F,465,2,5.4586212691323945,0.5,1
756,20000,4,11,Bray-Curtis,PERMANOVA,pseudo-F,464,2,6.303743446549909,0.5,1
757,50000,6,17,FT-SVD,PERMANOVA,pseudo-F,488,2,14.930491548054562,0.5,1
758,10000,2,1,Jaccard,PERMANOVA,pseudo-F,291,2,2.0062859190148687,0.5,1
759,10000,6,5,CTF,PERMANOVA,pseudo-F,488,2,6.216088445223266,0.5,1
