,seq_depth,n_samples,fold,metric,method name,test statistic name,sample size,number of groups,test statistic,p-value,number of permutations
1045,50000,5,10,FT-SVD,PERMANOVA,pseudo-F,483,2,13.950653838496104,0.5,1
1046,150000,3,3,Jaccard,PERMANOVA,pseudo-F,406,2,2.8645035320264904,0.5,1
1047,20000,3,16,Bray-Curtis,PERMANOVA,pseudo-F,406,2,5.322734914440636,0.5,1
1048,20000,6,9,Jaccard,PERMANOVA,pseudo-F,487,2,4.1693177258592025,0.5,1
1049,150000,3,14,CTF,PERMANOVA,pseudo-F,407,2,7.311085313270714,0.5,1
1050,10000,6,17,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.770327299398315,0.5,1
1051,50000,4,14,Bray-Curtis,PERMANOVA,pseudo-F,464,2,4.992159235703053,0.5,1
1052,150000,4,8,CTF,PERMANOVA,pseudo-F,465,2,10.328621995859153,0.5,1
1053,20000,2,11,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.017450282863951,0.5,1
1054,20000,4,1,Jaccard,PERMANOVA,pseudo-F,464,2,3.7360556301661614,0.5,1
1055,100000,6,10,FT-SVD,PERMANOVA,pseudo-F,488,2,16.043734637443695,0.5,1
1056,20000,5,5,Jaccard,PERMANOVA,pseudo-F,482,2,3.9850533412065436,0.5,1
1057,50000,2,11,FT-SVD,PERMANOVA,pseudo-F,292,2,7.572412834669011,0.5,1
1058,20000,5,1,CTF,PERMANOVA,pseudo-F,483,2,8.266739537861685,0.5,1
1059,10000,5,4,CTF,PERMANOVA,pseudo-F,483,2,5.602471774928226,0.5,1
1060,100000,6,13,CTF,PERMANOVA,pseudo-F,488,2,10.676679904779103,0.5,1
1061,150000,3,16,Bray-Curtis,PERMANOVA,pseudo-F,406,2,5.297442268655053,0.5,1
1062,100000,4,12,FT-SVD,PERMANOVA,pseudo-F,465,2,14.027958443382742,0.5,1
1063,20000,3,9,CTF,PERMANOVA,pseudo-F,407,2,1.3714437821665124,0.5,1
1064,100000,6,20,Jaccard,PERMANOVA,pseudo-F,487,2,4.191166349282954,0.5,1
1065,50000,6,8,FT-SVD,PERMANOVA,pseudo-F,488,2,16.5325060513588,0.5,1
1066,150000,2,8,Jaccard,PERMANOVA,pseudo-F,292,2,2.1430590609891227,0.5,1
1067,100000,2,2,CTF,PERMANOVA,pseudo-F,292,2,5.466401535031203,0.5,1
1068,150000,4,3,FT-SVD,PERMANOVA,pseudo-F,465,2,12.361174024476778,0.5,1
1069,150000,5,20,CTF,PERMANOVA,pseudo-F,483,2,13.400052439812347,0.5,1
1070,150000,4,18,Bray-Curtis,PERMANOVA,pseudo-F,464,2,4.97468613654861,0.5,1
1071,50000,3,15,CTF,PERMANOVA,pseudo-F,407,2,5.500940733344923,0.5,1
1072,10000,4,4,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.265529325768325,0.5,1
1073,50000,6,4,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.706959732400221,0.5,1
1074,100000,6,4,Jaccard,PERMANOVA,pseudo-F,487,2,3.527369405782914,0.5,1
1075,20000,6,11,CTF,PERMANOVA,pseudo-F,488,2,6.777623898030638,0.5,1
1076,100000,4,15,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.424268547912121,0.5,1
1077,10000,2,7,Jaccard,PERMANOVA,pseudo-F,291,2,1.8376977609226726,0.5,1
1078,10000,2,6,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.857231699279342,0.5,1
1079,100000,5,8,Jaccard,PERMANOVA,pseudo-F,482,2,4.104510253870178,0.5,1
1080,10000,3,3,Jaccard,PERMANOVA,pseudo-F,406,2,3.320833825989945,0.5,1
1081,50000,5,3,FT-SVD,PERMANOVA,pseudo-F,483,2,11.379162768894146,0.5,1
1082,50000,4,11,CTF,PERMANOVA,pseudo-F,465,2,9.783328504372948,0.5,1
1083,150000,5,4,CTF,PERMANOVA,pseudo-F,483,2,11.406889239923572,0.5,1
1084,150000,2,10,Jaccard,PERMANOVA,pseudo-F,291,2,3.437792436214162,0.5,1
1085,50000,6,2,Jaccard,PERMANOVA,pseudo-F,487,2,3.7495810000887726,0.5,1
1086,100000,6,18,Jaccard,PERMANOVA,pseudo-F,487,2,3.675822770477577,0.5,1
1087,150000,4,15,Jaccard,PERMANOVA,pseudo-F,464,2,3.6732727502465847,0.5,1
1088,10000,2,15,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.1654221074851545,0.5,1
1089,20000,2,2,Bray-Curtis,PERMANOVA,pseudo-F,292,2,3.923033373432522,0.5,1
1090,100000,5,6,CTF,PERMANOVA,pseudo-F,483,2,12.087117230126145,0.5,1
1091,150000,4,10,CTF,PERMANOVA,pseudo-F,465,2,12.944472881335656,0.5,1
1092,20000,6,13,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.826406760263306,0.5,1
1093,10000,4,8,CTF,PERMANOVA,pseudo-F,465,2,3.853291644188087,0.5,1
1094,20000,2,10,Jaccard,PERMANOVA,pseudo-F,291,2,3.2735729541547176,0.5,1
1095,150000,5,15,FT-SVD,PERMANOVA,pseudo-F,483,2,14.720669175259504,0.5,1
1096,10000,6,19,Jaccard,PERMANOVA,pseudo-F,487,2,3.821877495882605,0.5,1
1097,150000,3,18,FT-SVD,PERMANOVA,pseudo-F,407,2,3.804056164115776,0.5,1
1098,10000,3,8,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.872712904165173,0.5,1
1099,100000,2,8,FT-SVD,PERMANOVA,pseudo-F,292,2,8.639365808452471,0.5,1
1100,10000,2,20,FT-SVD,PERMANOVA,pseudo-F,292,2,5.6985051874827235,0.5,1
1101,20000,2,5,CTF,PERMANOVA,pseudo-F,292,2,3.2554353685901036,0.5,1
1102,20000,4,15,Jaccard,PERMANOVA,pseudo-F,464,2,3.486082076242466,0.5,1
1103,150000,3,9,Jaccard,PERMANOVA,pseudo-F,406,2,2.6603355984259234,1.0,1
1104,100000,5,15,CTF,PERMANOVA,pseudo-F,483,2,10.056811113709395,0.5,1
1105,10000,3,7,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.392673528032401,0.5,1
1106,20000,2,13,CTF,PERMANOVA,pseudo-F,292,2,2.002533936618484,0.5,1
1107,10000,5,14,Bray-Curtis,PERMANOVA,pseudo-F,482,2,6.100729368760607,0.5,1
1108,100000,5,3,FT-SVD,PERMANOVA,pseudo-F,483,2,18.201763827516046,0.5,1
1109,10000,3,13,CTF,PERMANOVA,pseudo-F,407,2,2.7160224261135033,0.5,1
1110,150000,6,3,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.805701641577228,0.5,1
1111,150000,6,18,CTF,PERMANOVA,pseudo-F,488,2,10.594547996439596,0.5,1
1112,50000,2,3,CTF,PERMANOVA,pseudo-F,292,2,5.862663365876655,0.5,1
1113,10000,2,9,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.5367265118810134,0.5,1
1114,10000,5,19,CTF,PERMANOVA,pseudo-F,483,2,4.975241114670355,0.5,1
1115,20000,4,4,Jaccard,PERMANOVA,pseudo-F,464,2,3.287759009100835,0.5,1
1116,50000,6,19,CTF,PERMANOVA,pseudo-F,488,2,9.89123806721827,0.5,1
1117,100000,3,14,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.775788524417988,0.5,1
1118,50000,2,8,FT-SVD,PERMANOVA,pseudo-F,292,2,8.999636329376521,0.5,1
1119,20000,3,3,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.671304170377007,0.5,1
1120,10000,6,9,CTF,PERMANOVA,pseudo-F,488,2,5.449622144600848,0.5,1
1121,150000,2,11,FT-SVD,PERMANOVA,pseudo-F,292,2,6.7155271882604195,0.5,1
1122,20000,4,19,CTF,PERMANOVA,pseudo-F,465,2,6.366948760824136,0.5,1
1123,50000,5,7,CTF,PERMANOVA,pseudo-F,483,2,9.057951207570355,0.5,1
1124,20000,4,10,Jaccard,PERMANOVA,pseudo-F,464,2,3.737183896068368,0.5,1
1125,150000,3,8,FT-SVD,PERMANOVA,pseudo-F,407,2,11.864193012377163,0.5,1
1126,20000,2,15,Jaccard,PERMANOVA,pseudo-F,291,2,2.333846458509678,0.5,1
1127,150000,4,17,Bray-Curtis,PERMANOVA,pseudo-F,464,2,6.0407925787096,0.5,1
1128,150000,6,9,CTF,PERMANOVA,pseudo-F,488,2,10.84426656275335,0.5,1
1129,50000,5,15,FT-SVD,PERMANOVA,pseudo-F,483,2,15.066229238212301,0.5,1
1130,50000,3,18,FT-SVD,PERMANOVA,pseudo-F,407,2,6.231485575279403,0.5,1
1131,150000,4,10,Jaccard,PERMANOVA,pseudo-F,464,2,3.912648338581338,0.5,1
1132,20000,2,20,Bray-Curtis,PERMANOVA,pseudo-F,292,2,3.0949019474718216,0.5,1
1133,50000,6,7,Jaccard,PERMANOVA,pseudo-F,487,2,4.0759263830550525,0.5,1
1134,100000,6,1,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.766654511199174,0.5,1
1135,20000,5,1,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.884054228165631,0.5,1
1136,150000,2,15,Jaccard,PERMANOVA,pseudo-F,291,2,1.8505830768660685,1.0,1
1137,50000,6,19,Jaccard,PERMANOVA,pseudo-F,487,2,3.984336804614031,0.5,1
1138,150000,3,19,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.913950990508771,0.5,1
1139,10000,3,6,Jaccard,PERMANOVA,pseudo-F,406,2,2.795163500539087,0.5,1
1140,100000,6,8,FT-SVD,PERMANOVA,pseudo-F,488,2,16.182241325324163,0.5,1
1141,10000,5,5,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.671437912368249,0.5,1
1142,100000,3,16,FT-SVD,PERMANOVA,pseudo-F,407,2,9.58485461033469,0.5,1
1143,20000,5,17,CTF,PERMANOVA,pseudo-F,483,2,7.603192892380222,0.5,1
1144,50000,3,15,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.213203207249909,0.5,1
1145,100000,2,11,CTF,PERMANOVA,pseudo-F,292,2,6.213765636260841,0.5,1
1146,100000,4,9,Jaccard,PERMANOVA,pseudo-F,464,2,3.68134806970885,0.5,1
1147,10000,2,2,Jaccard,PERMANOVA,pseudo-F,292,2,2.5320605373492935,0.5,1
1148,10000,4,17,CTF,PERMANOVA,pseudo-F,465,2,6.892577396843174,0.5,1
1149,20000,5,10,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.8473651816594545,0.5,1
1150,100000,6,1,Jaccard,PERMANOVA,pseudo-F,487,2,4.498427908861118,0.5,1
1151,10000,6,18,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.756605206972844,0.5,1
1152,20000,6,8,CTF,PERMANOVA,pseudo-F,488,2,6.905637089887319,0.5,1
1153,150000,4,6,Jaccard,PERMANOVA,pseudo-F,464,2,3.595170869774399,0.5,1
1154,150000,2,8,Bray-Curtis,PERMANOVA,pseudo-F,292,2,2.7194122485669534,0.5,1
1155,100000,4,16,FT-SVD,PERMANOVA,pseudo-F,465,2,14.344098530976087,0.5,1
1156,100000,2,18,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.1292065169385865,0.5,1
1157,100000,5,6,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.754798273938617,0.5,1
1158,20000,6,6,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.75060867677318,0.5,1
1159,150000,5,2,Jaccard,PERMANOVA,pseudo-F,482,2,3.960153988210295,0.5,1
1160,150000,4,7,FT-SVD,PERMANOVA,pseudo-F,465,2,11.144423256335399,0.5,1
1161,100000,5,16,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.840876818424676,0.5,1
1162,150000,6,17,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.778574447218425,0.5,1
1163,100000,4,8,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.512262197713395,0.5,1
1164,10000,3,17,CTF,PERMANOVA,pseudo-F,407,2,3.4229358290284644,0.5,1
1165,150000,3,6,Bray-Curtis,PERMANOVA,pseudo-F,406,2,5.13353894903251,0.5,1
1166,10000,4,18,Bray-Curtis,PERMANOVA,pseudo-F,464,2,4.914447587284611,0.5,1
1167,50000,2,7,CTF,PERMANOVA,pseudo-F,292,2,3.8083921559074723,0.5,1
1168,10000,6,2,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.7360910098958975,0.5,1
1169,10000,3,16,Bray-Curtis,PERMANOVA,pseudo-F,406,2,5.320056607559865,0.5,1
1170,100000,5,11,CTF,PERMANOVA,pseudo-F,483,2,11.736342664733277,0.5,1
1171,100000,6,14,FT-SVD,PERMANOVA,pseudo-F,488,2,15.928225663434278,0.5,1
1172,50000,4,18,FT-SVD,PERMANOVA,pseudo-F,465,2,11.316239995853037,0.5,1
1173,50000,2,15,FT-SVD,PERMANOVA,pseudo-F,292,2,6.693731163774339,0.5,1
1174,20000,2,17,CTF,PERMANOVA,pseudo-F,292,2,6.413271687666539,0.5,1
1175,10000,4,13,CTF,PERMANOVA,pseudo-F,465,2,3.0433411986958654,0.5,1
1176,20000,3,12,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.005440165611363,0.5,1
1177,150000,5,4,Bray-Curtis,PERMANOVA,pseudo-F,482,2,6.068474304250654,0.5,1
1178,20000,6,12,Jaccard,PERMANOVA,pseudo-F,487,2,3.6136206849930246,0.5,1
1179,10000,5,10,Jaccard,PERMANOVA,pseudo-F,482,2,3.589568538810043,0.5,1
1180,50000,2,4,Jaccard,PERMANOVA,pseudo-F,291,2,2.2670164755737674,0.5,1
1181,50000,2,19,Bray-Curtis,PERMANOVA,pseudo-F,292,2,2.5840129461644628,0.5,1
1182,10000,3,15,Jaccard,PERMANOVA,pseudo-F,406,2,2.6606275244773236,0.5,1
1183,50000,4,2,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.646811631347932,0.5,1
1184,50000,3,10,Jaccard,PERMANOVA,pseudo-F,406,2,2.7030337179190065,0.5,1
1185,150000,6,12,Jaccard,PERMANOVA,pseudo-F,487,2,4.032010324196819,0.5,1
1186,100000,3,14,Jaccard,PERMANOVA,pseudo-F,406,2,2.60988784267651,0.5,1
1187,20000,5,13,CTF,PERMANOVA,pseudo-F,483,2,8.095729122007873,0.5,1
1188,50000,5,15,Jaccard,PERMANOVA,pseudo-F,482,2,3.7237496359100457,0.5,1
1189,50000,5,17,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.665866456108096,0.5,1
1190,150000,5,11,FT-SVD,PERMANOVA,pseudo-F,483,2,15.31216985529574,0.5,1
1191,100000,5,11,Jaccard,PERMANOVA,pseudo-F,482,2,3.9719918637451306,0.5,1
1192,100000,4,4,FT-SVD,PERMANOVA,pseudo-F,465,2,13.151202589903896,0.5,1
1193,100000,2,15,CTF,PERMANOVA,pseudo-F,292,2,10.29873133841457,0.5,1
1194,100000,2,2,Jaccard,PERMANOVA,pseudo-F,292,2,2.3834309863949454,0.5,1
1195,100000,3,4,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.911446906625636,0.5,1
1196,10000,4,9,Jaccard,PERMANOVA,pseudo-F,464,2,3.589109314052865,0.5,1
1197,20000,3,19,CTF,PERMANOVA,pseudo-F,407,2,5.0974136494126405,0.5,1
1198,100000,3,6,Jaccard,PERMANOVA,pseudo-F,406,2,2.818791464807462,0.5,1
1199,50000,5,3,CTF,PERMANOVA,pseudo-F,483,2,10.174829573295895,0.5,1
1200,10000,2,19,CTF,PERMANOVA,pseudo-F,292,2,1.2326198386467873,0.5,1
1201,10000,6,1,Jaccard,PERMANOVA,pseudo-F,487,2,4.127471280334096,0.5,1
1202,50000,5,7,FT-SVD,PERMANOVA,pseudo-F,483,2,14.616076846571609,0.5,1
1203,150000,2,15,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.1393778460892,0.5,1
1204,100000,2,6,CTF,PERMANOVA,pseudo-F,292,2,2.023979238757186,0.5,1
1205,50000,4,4,FT-SVD,PERMANOVA,pseudo-F,465,2,11.059484242423979,0.5,1
1206,50000,3,11,CTF,PERMANOVA,pseudo-F,407,2,4.907098125336139,0.5,1
1207,20000,5,5,CTF,PERMANOVA,pseudo-F,483,2,6.39912118158915,0.5,1
1208,10000,5,20,FT-SVD,PERMANOVA,pseudo-F,483,2,10.957465968141273,0.5,1
1209,150000,4,18,FT-SVD,PERMANOVA,pseudo-F,465,2,10.94003959332978,0.5,1
1210,50000,5,3,Bray-Curtis,PERMANOVA,pseudo-F,482,2,6.387957342693294,0.5,1
1211,150000,2,15,FT-SVD,PERMANOVA,pseudo-F,292,2,6.7905074218136345,0.5,1
1212,150000,4,5,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.626237039923021,0.5,1
1213,100000,6,17,CTF,PERMANOVA,pseudo-F,488,2,11.584656108593292,0.5,1
1214,10000,3,8,CTF,PERMANOVA,pseudo-F,407,2,1.8906455353213083,0.5,1
1215,150000,5,14,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.908146486355029,0.5,1
1216,100000,6,15,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.833315116092041,0.5,1
1217,20000,4,13,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.838684007334403,0.5,1
1218,100000,5,7,FT-SVD,PERMANOVA,pseudo-F,483,2,14.560902706224487,0.5,1
1219,50000,5,18,Bray-Curtis,PERMANOVA,pseudo-F,482,2,6.004621001322858,0.5,1
1220,150000,5,7,Jaccard,PERMANOVA,pseudo-F,482,2,3.463434214986362,0.5,1
1221,150000,2,4,CTF,PERMANOVA,pseudo-F,292,2,3.35050856020014,0.5,1
1222,100000,6,20,FT-SVD,PERMANOVA,pseudo-F,488,2,16.77044195934843,0.5,1
1223,150000,4,3,Jaccard,PERMANOVA,pseudo-F,464,2,3.7488157565922253,0.5,1
1224,150000,3,10,CTF,PERMANOVA,pseudo-F,407,2,7.1189104470363125,0.5,1
1225,100000,2,5,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.072280635262909,0.5,1
1226,50000,2,16,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.866299572165317,0.5,1
1227,20000,4,9,CTF,PERMANOVA,pseudo-F,465,2,5.152130295485053,0.5,1
1228,100000,3,12,FT-SVD,PERMANOVA,pseudo-F,407,2,10.50373227111776,0.5,1
1229,10000,2,4,CTF,PERMANOVA,pseudo-F,292,2,1.246744871983034,1.0,1
1230,20000,2,1,CTF,PERMANOVA,pseudo-F,292,2,2.5562549751136423,1.0,1
1231,10000,6,4,Jaccard,PERMANOVA,pseudo-F,487,2,4.0015196421199075,0.5,1
1232,10000,3,19,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.955779611834782,0.5,1
1233,100000,3,3,Jaccard,PERMANOVA,pseudo-F,406,2,3.0678878505336793,0.5,1
1234,10000,5,8,Jaccard,PERMANOVA,pseudo-F,482,2,4.045842927003469,0.5,1
1235,100000,4,7,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.165879274967384,0.5,1
1236,100000,5,2,CTF,PERMANOVA,pseudo-F,483,2,9.420814879444245,0.5,1
1237,100000,2,7,Jaccard,PERMANOVA,pseudo-F,291,2,1.7663253682737932,0.5,1
1238,50000,6,14,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.721815733945123,0.5,1
1239,150000,4,14,CTF,PERMANOVA,pseudo-F,465,2,9.301086137456702,0.5,1
1240,150000,3,9,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.931639249460258,0.5,1
1241,10000,4,17,Bray-Curtis,PERMANOVA,pseudo-F,464,2,6.096176899180908,0.5,1
1242,100000,5,14,Jaccard,PERMANOVA,pseudo-F,482,2,4.493089186463625,0.5,1
1243,150000,3,8,CTF,PERMANOVA,pseudo-F,407,2,4.952465138628642,0.5,1
1244,150000,5,4,FT-SVD,PERMANOVA,pseudo-F,483,2,18.170858627901662,0.5,1
1245,50000,5,10,Jaccard,PERMANOVA,pseudo-F,482,2,3.838068090422639,0.5,1
1246,100000,3,11,Jaccard,PERMANOVA,pseudo-F,406,2,3.18369440018024,0.5,1
1247,150000,6,17,Jaccard,PERMANOVA,pseudo-F,487,2,4.012239876724689,0.5,1
1248,50000,4,15,CTF,PERMANOVA,pseudo-F,465,2,7.619063955946267,0.5,1
1249,150000,2,20,CTF,PERMANOVA,pseudo-F,292,2,5.857499355966222,0.5,1
1250,50000,3,15,Jaccard,PERMANOVA,pseudo-F,406,2,2.9258771038440474,0.5,1
1251,100000,5,19,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.954475027045185,0.5,1
1252,150000,6,18,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.800216721390503,0.5,1
1253,50000,5,11,FT-SVD,PERMANOVA,pseudo-F,483,2,17.073081723780714,0.5,1
1254,150000,2,7,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.5963690188831396,0.5,1
1255,50000,3,5,Jaccard,PERMANOVA,pseudo-F,406,2,3.2433380723958924,0.5,1
1256,10000,3,10,Jaccard,PERMANOVA,pseudo-F,406,2,2.484884295796267,0.5,1
1257,20000,6,9,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.837250262521345,0.5,1
1258,50000,2,1,Jaccard,PERMANOVA,pseudo-F,291,2,2.0859010507056306,0.5,1
1259,20000,6,15,CTF,PERMANOVA,pseudo-F,488,2,6.354442564039586,0.5,1
1260,100000,5,9,Bray-Curtis,PERMANOVA,pseudo-F,482,2,6.003746712599061,0.5,1
1261,10000,5,15,Jaccard,PERMANOVA,pseudo-F,482,2,3.517917517259616,0.5,1
1262,50000,3,1,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.777596172782967,0.5,1
1263,20000,6,17,Jaccard,PERMANOVA,pseudo-F,487,2,4.118314721020931,0.5,1
1264,100000,2,17,Bray-Curtis,PERMANOVA,pseudo-F,291,2,2.772752833937843,0.5,1
1265,100000,6,4,CTF,PERMANOVA,pseudo-F,488,2,11.204389845715458,0.5,1
1266,20000,3,7,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.422742169267398,0.5,1
1267,10000,4,18,CTF,PERMANOVA,pseudo-F,465,2,2.4809524736093653,0.5,1
1268,50000,2,10,FT-SVD,PERMANOVA,pseudo-F,292,2,12.251244495114884,0.5,1
1269,100000,2,20,CTF,PERMANOVA,pseudo-F,292,2,7.180916597011614,0.5,1
1270,10000,2,20,Bray-Curtis,PERMANOVA,pseudo-F,292,2,3.015941990698955,0.5,1
1271,100000,3,10,Bray-Curtis,PERMANOVA,pseudo-F,406,2,5.236689853008242,0.5,1
1272,20000,5,18,CTF,PERMANOVA,pseudo-F,483,2,9.067658188212524,0.5,1
1273,10000,5,7,Jaccard,PERMANOVA,pseudo-F,482,2,3.6323701856517236,0.5,1
1274,100000,6,11,FT-SVD,PERMANOVA,pseudo-F,488,2,16.6467204201626,0.5,1
1275,10000,4,3,Jaccard,PERMANOVA,pseudo-F,464,2,3.956243128739037,0.5,1
1276,100000,2,8,Jaccard,PERMANOVA,pseudo-F,292,2,2.3487315566076834,0.5,1
1277,100000,4,15,Jaccard,PERMANOVA,pseudo-F,464,2,3.3909781182769887,0.5,1
1278,100000,4,14,CTF,PERMANOVA,pseudo-F,465,2,8.526971267045424,0.5,1
1279,20000,2,9,Bray-Curtis,PERMANOVA,pseudo-F,291,2,3.494839717232137,0.5,1
1280,100000,4,13,FT-SVD,PERMANOVA,pseudo-F,465,2,15.062967234965567,0.5,1
1281,50000,4,11,Jaccard,PERMANOVA,pseudo-F,464,2,4.326382446749188,0.5,1
1282,20000,3,12,CTF,PERMANOVA,pseudo-F,407,2,4.530572005689253,0.5,1
1283,100000,2,10,Jaccard,PERMANOVA,pseudo-F,291,2,2.564745272855749,0.5,1
1284,150000,6,7,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.797003851353551,0.5,1
1285,50000,2,14,Jaccard,PERMANOVA,pseudo-F,292,2,2.804631040395794,0.5,1
1286,150000,6,18,Jaccard,PERMANOVA,pseudo-F,487,2,3.8897955386413754,0.5,1
1287,150000,6,6,CTF,PERMANOVA,pseudo-F,488,2,10.72024458451391,0.5,1
1288,100000,4,20,Bray-Curtis,PERMANOVA,pseudo-F,464,2,6.1576000516619365,0.5,1
1289,10000,5,10,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.767093933914913,0.5,1
1290,10000,3,3,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.646075438695447,0.5,1
1291,10000,2,11,Jaccard,PERMANOVA,pseudo-F,291,2,2.11524700078556,0.5,1
1292,150000,4,2,FT-SVD,PERMANOVA,pseudo-F,465,2,13.995607372946576,0.5,1
1293,20000,6,18,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.776244384226695,0.5,1
1294,20000,6,18,Jaccard,PERMANOVA,pseudo-F,487,2,3.450592981739837,0.5,1
1295,10000,2,12,CTF,PERMANOVA,pseudo-F,292,2,1.9558909530727338,0.5,1
1296,50000,6,9,FT-SVD,PERMANOVA,pseudo-F,488,2,14.877168729800085,0.5,1
1297,50000,5,8,CTF,PERMANOVA,pseudo-F,483,2,11.955311380450699,0.5,1
1298,10000,4,14,Jaccard,PERMANOVA,pseudo-F,464,2,3.5188955790280865,0.5,1
1299,20000,4,16,CTF,PERMANOVA,pseudo-F,465,2,5.615792038406002,0.5,1
1300,100000,3,10,CTF,PERMANOVA,pseudo-F,407,2,7.832309844974894,0.5,1
1301,20000,5,14,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.94530884638235,0.5,1
1302,10000,6,6,CTF,PERMANOVA,pseudo-F,488,2,6.482033803853931,0.5,1
1303,20000,6,3,CTF,PERMANOVA,pseudo-F,488,2,5.804871636582787,0.5,1
1304,20000,3,1,Jaccard,PERMANOVA,pseudo-F,406,2,3.875867643405304,0.5,1
1305,50000,6,16,CTF,PERMANOVA,pseudo-F,488,2,8.32945656314436,0.5,1
1306,50000,5,20,FT-SVD,PERMANOVA,pseudo-F,483,2,15.139684901516773,0.5,1
1307,50000,3,11,Bray-Curtis,PERMANOVA,pseudo-F,406,2,4.38928118486644,0.5,1
1308,50000,5,2,FT-SVD,PERMANOVA,pseudo-F,483,2,13.754985341365687,0.5,1
1309,10000,5,16,CTF,PERMANOVA,pseudo-F,483,2,6.550781711413334,0.5,1
1310,10000,5,1,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.896461053788596,0.5,1
1311,20000,2,5,Jaccard,PERMANOVA,pseudo-F,291,2,1.9035506646548288,0.5,1
1312,150000,6,20,Jaccard,PERMANOVA,pseudo-F,487,2,3.717943885989788,0.5,1
1313,20000,5,5,Bray-Curtis,PERMANOVA,pseudo-F,482,2,5.663874395286125,0.5,1
1314,100000,6,5,Bray-Curtis,PERMANOVA,pseudo-F,487,2,5.784498549534751,0.5,1
1315,150000,6,17,CTF,PERMANOVA,pseudo-F,488,2,10.641968128087944,0.5,1
1316,150000,6,4,Jaccard,PERMANOVA,pseudo-F,487,2,3.7110640356985494,0.5,1
1317,50000,4,4,CTF,PERMANOVA,pseudo-F,465,2,7.875458018138626,0.5,1
1318,150000,4,13,Bray-Curtis,PERMANOVA,pseudo-F,464,2,5.857126466050244,0.5,1
1319,100000,4,1,FT-SVD,PERMANOVA,pseudo-F,465,2,16.856906476742605,0.5,1
1320,20000,6,20,Jaccard,PERMANOVA,pseudo-F,487,2,4.41432739598586,0.5,1
1321,100000,2,9,FT-SVD,PERMANOVA,pseudo-F,292,2,7.182339448087587,0.5,1
1322,150000,5,8,Jaccard,PERMANOVA,pseudo-F,482,2,4.016544367228429,0.5,1
1323,150000,3,19,FT-SVD,PERMANOVA,pseudo-F,407,2,8.130814499666796,0.5,1
1324,150000,5,14,FT-SVD,PERMANOVA,pseudo-F,483,2,16.57396036121308,0.5,1
